label,review
1,下回来咱家哟[爱你]
1,谢谢你夸奖[嘻嘻]
1,祝内外滴同学们都能过个快乐的中秋佳节[哈哈]
1,微博嘛，就是一工具，发什么不重要，是谁发的更重要。看看人家 @苍井空 老师就知道了，人家也是每天坚持发啊，发的都是老三样:我吃饭了。我写字了。我拍片了。粉丝还不是哗哗的涨。//@hdtMobile简?:笑话，色图，八卦，僵尸，水军，大号5宝。[哈哈]
0,[晕] 忙。。。
1,回复@?小xiaonei:随时恭候您的大驾[西瓜] //@?小xiaonei:下个月去 看看  哈哈 //@都太海鲜自助:回复@xieyue:没有想吃的是我的错，没吃饱就是你的错了[嘻嘻] //@xieyue:感谢各种V，感谢都太，反正我昨晚是没有吃饱！ //@都太海鲜自助:[鼓掌]托比和小浪被你左拥右抱，太幸福啦[good]
1,北京康源瑞廷酒店2012年员工新春联欢会开始啦，开场舞?开门红?，由酒店舞蹈队表演[鼓掌]
1,"旅行中少不了的环节就是购物,哪里买东西性价比高,怎样退税最方便快捷,下午5:00来和大家分享退税的乐趣~[心]//@城市服务管理广播: [鼓掌]//@DJ曙光: 关注@城市服务管理广播 @问城网 @手边巴黎urruolan"
1,人多也不用担心啊，我们公园有600亩的面积呢，灰常宽敞的呀[嘻嘻]//@apple绿茶: 早知道这地儿就好了[泪][泪]明年会不会就开始人多了@4月照相馆
0,次奥！！！为什么电脑里存的6000多字一下子消失了，变成 只有一千两百字？？？老纸昨天写了一天的啊！！而且明明保存了！！！这是为什么！！[抓狂][抓狂][抓狂]
1,#真人版“变相怪杰”#想看看中国版变相怪杰如何用下嘴唇包住鼻子吗？赶紧戳图啦！！！[哈哈]
0,难圆的草原之梦[泪]。。。7、8月没有假啊[抓狂]
1,也许不是每一天都那么美好，但每一天都会有一些美好的东西存在。头发越来越短，“从头开始“了吗？[偷笑]周总说: 这个发型有女人味，让我一定要变个形象，[思考]都剪完了，怎么还没变？[泪]原来我注定……。[哈哈]谢谢周总百忙中还带我放松，开业第二天，完美！ 我在这里:http://t.cn/z8AI04j
0,#你妈嫌你什么#小编的妈妈总是嫌弃小编脸大[泪][泪][泪][泪]
1,向这位瓦先生问声好！[嘻嘻]
1,贵吗？不贵的话，可以考虑上那里小资一把！[嘻嘻]//@任轶洁: 谁请我吃一顿!？
1,滨州妮子转走[嘻嘻] //@马强美国移民律师:@美国华人杂志 //@卢志浩:[lt切克闹]
0,又过了一天，此刻，想说：好累！[浮云][月亮][伤心][雪][黑线][吐][生病]安排好工作，继续远行，我要给予自己想要的生活！明天，加油！[拳头][干杯]
1,赶紧加入吧！[嘻嘻]
1,忙在最爱的秋天，没有什么不可以![可爱]
0,书白读了。[怒]
0,突然极度烦躁，相机的记忆棒无名之中消失了，移动硬盘突然坏了，重要东西全在里面，明一早还要去修，刚排好版的的文件要重新弄一遍，顺序全变！哎，倒霉的事情要来都一起来，我都无语了[抓狂]
1,[爱你]小牛呀
1,一张图带你看遍韩剧！这就是所有的韩剧的剧本，绝逼跑不出这个套路。。。[哈哈]
0,法律应该规定，这种小偷一旦入网，就他妈剁手！！欠抽！！！！[怒]//@河南新闻广播: #657微提醒#出门在外，处处留心啊
1,"@姹紫嫣??? 买给你的好吃不?[馋嘴]告诉你个秘密:最好吃的猪手全给科啃光了,所以你就没有吃到了[嘻嘻]"
0,YP素质哦。//@LunarHuang:人肉！啥么事！滚出上海[怒骂]
0,你是对的亲~~[带感]//@张晶晶223: 我好想去毛里求斯[泪][泪][泪] 那地太美了！什么马尔代夫什么巴厘岛都弱暴了！毛里求斯啊。。。
1,话说我中奖啦！！[爱你][爱你][爱你]
1,[哈哈] //@韩永熹:[哈哈]
1,//@袁岳:回复@HW陆晨:同转！ //@HW陆晨:微博公告栏已经辟谣了，是孩子爸妈之间的问题，@袁岳 老师，[嘻嘻]看微博不认真啊，右边有。 //@袁岳:请大家留意！ //@jmagicking_hubery: //@作家金满楼: //@十年砍柴: 转 @邓飞 //@吉祥CJX: 天杀的人贩子，请名博主也转一下吧 @方舟子 @十年砍柴 @袁岳
1,我要[鼓掌][鼓掌]
1,[哈哈] //@雅倩爱书：[心] 防雨防晒工作要做好噢~
1,#新店导航#【元祖锅盖烤肉】刚刚开业，老板手艺一级棒，服务态度也特别好。刚从韩国回来的老板据说在那边也很有人气哟！辣白菜五花肉配上自家酿的米酒，真是太棒了！好久没吃这么多肉了[哈哈]推荐元祖锅盖烤肉，辣炒鸡爪，米酒。地址在侯一小区敦煌南街122号，成圆大药房对面。感谢@_李果树_ 分享
0,回复@沐子06:[泪][呵呵][蜡烛] //@五月V:#点滴温暖# “嗨！林，你很精神。”蓝妮灿然一笑，左边嘴角露出一粒小虎牙，亮闪闪动人心弦。林肯似乎很受用蓝妮的夸赞。他耸耸肩，随手牵一牵自己的红色T恤，摸摸扎着牛仔裤的皮带扣，笑容满面地应一声：“感觉不错！”精神果真就抖擞起来――《首席执行官》
0,上礼拜刚来的机电院，闹中取静喜欢死了，所以今儿又来探了一家新店@邑品汤 主打粤菜，汤品，情调，取决于选址和装修。最喜欢的是口味儿，流沙包有咸蛋黄的颗粒感，邑品汤非常香浓，一碗我就饱了，而且很便宜，鱼翅鱼肚鸡汤[抓狂]菜量很大，一盆上汤蛋时蔬就够俩人吃了 我在这里:http://t.cn/8DDYaCY
1,昨晚在星爷西游的陪伴下提前过了情人节。虽然片段有点像恐怖片，但“儿歌300首”到佛经的过度蛮自然的；女爱得炽热男依旧闷骚；笑到飙泪却另有回味。为星爷鼓掌！[鼓掌]
0,回复@ColourfuL小胖丁:前妻....[衰] //@ColourfuL小胖丁:[哼]??。
1,Ravioli和番茄冻汤都不错，配上脆皮面包很享受，主菜一是鳕鱼配大豆杂菜浓汤，猪里脊配上四种不同方式烹调的水果，让人惊喜的是糖渍无花果干的出现，当然如在搭配上来点刺激的有反差的香辛料的话，平衡会更好，甜点是这里餐桌上少见的baba rums，自制紫罗兰糖是其亮点，建议搭配点红醋栗提点酸味[嘻嘻]
1,林永健招亲！[哈哈]
0,回复@王小画:那电力可不是一般的强大[偷笑]据说为了小朋友吃到新鲜蛋糕，糕点师凌晨三点就开始做了！ //@王小画:@蛋糕王子杨小样  看你又把人电着了吧[衰]
1,@拜金小豆 @阿滋猫小fan @MR小a 这个不错哈哈，有时间可以再走一趟，一直喜欢他家的贝谷O(∩_∩)O哈哈~[嘻嘻]
1,明显的闽南古厝有人说成土楼[嘻嘻] ，去过土楼没？差距好远呢~//@微笑总会再现:是闽南古厝风格 //@这里是厦门:别具一格土楼风情的肯德基餐厅，只有在咱们厦门才有哦~
1,我妈的生活太乐活了！[鼓掌][鼓掌][鼓掌]
1,加油~小盆友~[可爱]
1,[偷笑]客官您看“二代神秘礼包”，光是看看上边的文案，是不是都能让人心里痒痒哒！[哈哈]是不是很有欲望赶紧来一探究竟呢？
0,我住在经六路喜鹊愉家，真的是一个人，一个人！[偷笑][害羞][抓狂]
0,这片子把哥感动了。泪流[泪]
1,不错 卖酱油的就该这样！学习了！ //@六月-二十八:今日单车骑行五十公里！你很不给力  //@六月-二十八: 二的很[嘻嘻]  //@米其林大厨-西安: 回复@lkk红色奔:牛二![哈哈]@六月-二十八  //@lkk红色奔:牛的很  //@米其林大厨-西安: @六月-二十八 [哈哈]
1,z我在这里: #台山汽车总站办公楼#走啦走啦，[嘻嘻] http://t.cn/SIIi6b
0,那他妈不是床和在哪儿睡的问题吧。[泪]//@诺小娜nona: 去~ //@LiangC1025: @噢咔咔 @暖萍儿 @诺小娜nona [可怜] 好想去！
1,#2011长沙第六届地产总评榜#[鼓掌]
0,先是把伞丢在遥远的放心早餐，然后手机找不见……今天真是蠢到想流泪[衰]PS今明两天加班，妥妥的。
1,曝光几样儿王母娘娘做的家常菜，只有天津拌凉菜爱放咸味麻酱蒜了吧[嘻嘻]
1,快闪的短视频[哈哈]
1,[鼓掌]黄山京黟旅游公司酒店管理公司第二届服务技能大赛，8月27日，酒店管理公司餐饮、厨师、客房部的员工，进行激烈角逐，认真和娴熟的技能不时赢得在场评委、同事们的热烈掌声。此次大赛提高他们的实践技能和动手能力，更好为酒店服务做出更大的贡献！@同程网@安徽微旅游@安徽旅游在线@宏村黄洁
1,吃货们的理想之选哦！！[太开心]
0,回复@littlechef涛:[泪]//@littlechef涛:文化，文化要改变，以前因为没有食物而选择了它，难道现在我们也不能选择吗？中国沛县的狗肉文化一样也需要改变，我们可以选择！那为什么不放过这些生灵？
0,三观要毁！！//@wanglin_若水: 毁童年[衰]
0,哎呦吓得！ //@purple--大口妞:[晕]牛牛不喜欢游泳的呀。我们家那个这样要吓死的 //@阿狸_阿祥:瞧那惊悚的小眼神 哈哈哈 //@宠物世界杂志: 游的最悲壮的狗狗@狗迷杂志 投稿投稿。 //@im_nian: 我们木耳游的如何~亲！@宠物世界杂志
0,[悲伤] 儿子和养女，还记得你们是从哪里来的吗？[档案]
1,曾经北美最大的商场，给力！ //@加拿大艾伯塔省旅游局:#西埃德蒙顿购物中心#(WEM)――如果你有一颗爱购物的心，相信到了这里，你一定会疯狂的~[哈哈]
1,[抱抱] //@福州名城豪生大酒店：华哥本人很nice，入住酒店后好多人求合影，华哥都微笑配合。赞！亲切的靖哥哥！[呵呵] //@?日?:多?阿?！已平安抵?福州！ //@???X:一路??，?多多！
0,精神病吧？//@转段子: [怒]//@皓伦王明川 : [怒]//@刘刚吃亏是福 : [怒]//@杂谈五味 : [怒]//@观点热播 : [怒]//@Cindy好友米 : [怒]//@糊涂叶先生 : [怒]//@观点联播V: [怒]
1,早饭一个汉堡不够，还得吃一碗菜[嘻嘻]
0,嘿嘿嘿 ，受不了的都是处女座。。。都是处女座，，。。//@围脖老丁: [伤心]//@丽娜: [嘻嘻][嘻嘻][嘻嘻] //@来去之间:通过这个我们把965万用户填上了“疑似处女座”的属性标签～～
0,励志贴 //@高晓松:谣言惑众，令人发指！转发过五百，活捉杜汶泽！看守所里只有淀粉，每顿俩馒头，看你如何减肥气人玩儿[抓狂][泪]//@我是你的刘宏伟o_O ：这么看来@高晓松 老师也是一支潜力股啊
0,此刻的心情[泪]不得不去做
1,靠谱//@西山猪倌:回复@砚田梅花:我们会好好包装，所有坏的我们都退款[嘻嘻]//@砚田梅花:顺丰包不碎咩？
1,凯莱姊妹酒店有活动了！[撒花]感兴趣的亲们行动起来！[太开心]
0,这种如果成为攻略的话，真的会造成更坏的影响。明目张胆的贿赂，只会让人警察更加严厉的处理[衰][衰][衰] //@泰国百晓生:这位博主，泰国是有这样的事情，但不能公开教授中国人到泰国贿赂，最基本的规定比如出门带护照（或者护照复印本）等等是必须严格遵守的，200泰币的贿赂也许会害他们罪加一等，可能
1,酒店总经理助理田珂率领员工见证团就位啦，祝各位好运哦[爱你][爱你][爱你]
1,我们是一家人，相亲相爱的一家人。有福就该同享有活就应同干[干杯][心]一起加油，共创辉煌[耶][爱你]@CUC文法家园 @CUC文法学生会 我还宣传了@文法编辑部 哦，加速加油哦[拳头][爱心传递]PS：某些同学变化好大，速速汇报各方面进展[偷笑][嘻嘻]@CUC文学院学生会 #欣爱的工作##和学生在一起的大学时光#
1,#特种部队2全面反击#?不少从头到尾全程蒙面的，跟特警判官男猪脚一样[哈哈]@chloe518 @诺诺088 @PanPan潘哒哒
1,#旅游中国会#第十六期：『探索国际机票分销的未来』全旅通 机票业务总监 张璐璐 分享正在迅猛发展的全旅通目前的竞争态势以及遇到的问题～[可爱]
1,回复@沂蒙山区老母鸡:如何解决保鲜问题？ //@沂蒙山区老母鸡:我想办法给您快递好吗？[太开心] //@中青旅新疆公司郑穗:我明天就试，问题是哪里去找真正的 “老母鸡”？现在的鸡，差不多都是几个月出笼。  //@北京律师成义:
0,倒底是房子不结实，还是地震太强烈？新盖的为什么倒塌多，一目了然[衰]//@任卫新:老宅必危拆了它，否则政府面子往哪里放？[酷]//@老斑-JUVE: 这所老宅估计在不久的将来将被当地政府拆迁，理由估计就是危房改造吧！@任卫新 老师，你怎么看？
0,入学才一周的小朋友们已经这样肮脏了[衰] ，这个社会没救了！老师们能否在课堂上说一句：今年过节不收礼！谁送就给不及格！可行吗？@晓鹰的微博 //@自由小精灵2011:大有毛用！下次送棉花糖
0,澳?真是?到??啊，今日在外面拍了一天?西，深刻感受到那些在火辣夏天?感受慢生活的?客，是多?的?奈[抓狂]
0,昨儿一男同事在我们办公室值班，不知道抽了多少烟，早上推开门差点把我熏晕，整得我大冷天的只能门窗大开，到现在烟味依然绕梁，真想灭了他，这臭小子。[抓狂]
0,//@这猿猴: 暴力恐怖袭击！//@高端二气上档次的章鱼烧咩: [怒]//@魔力的真髓:擦
1,对@RK-471314FTZ 说：听说今天是你的生日，祝你生日快乐！天天开心 [嘻嘻]
1,[鼓掌] 全国政协提案委员会委员、中华全国总工会主席团委员、中国安全生产协会会长赵铁锤来宏村调研考察工作。并对景区的工作给予了肯定，并说道：宏村的今天，是古人聪明智慧的结晶。作为他们的后代，应该好好保护下去。@安徽省旅游局@安徽旅游在线 [good]保护好文化遗产，是每个公民应尽的职责。
1,//@?伊拉: [哈哈] //@bluef:转发微博
0,[晕] //@于谦：娱乐精神弥漫在相声艺术之外的每个角落--//@德云朝晖:好歹这是真实的，以后都这么播娱乐节目就没市场了// @曹鹤阳 :唉~行为艺术家在民间啊 // @师父我想你_郑好 :真是和谐在和谐，实在没有什么那么可播得了。可怜的中国新闻！
0,素质？//@Linsong林松: 古埃及灭亡了但文明传承了，古中国存在着但文明变异了[汗]//@Davis成东亮:耻辱//@Linsong林松:巴黎协和广场立起了卢克索方尖碑，我们中国人在神庙刻下了无知与耻辱 [泪]//@顺子:暴发户出国游//@最好的未来CZ:到此一游意义何在？
1,先mark，慢慢看?[爱你]
1,回复@?乱跑:姑娘，你觉悟了[哈哈] //@?乱跑:在清迈晒着湿热的太阳。。。总觉得晒太阳这事儿，最爽的还是拉萨。 //@西藏-邦达仓大院:我看着也舒服[哈哈]  //@e人酒吧老赵:舒服
0,教授们哭了//@猫叔远在喵星球:说魔羯说得真是蛮准的！//@shaneTan不能再柴废了TQT: //@思?_Reborn: ?子。。。好吧是挺悲催的 朕的船呢？？ //@Grace后面有个Q: 天秤座好准好准的说……//@地球没有草: 双子已哭瞎//@kisaki4869: 射手准哭 //@点团-Dot: 那么准为什么哦[泪][泪]
0,MD...请了个老实到拖地拖三四个钟的保姆我真的受伤了[泪]。我去洗完车办完银行卡买完菜再回来做完了饭，她才优雅地拖完了...[泪][泪][泪]
0,无比羡慕边上的准妈妈，有这么多礼物拿[泪]还摆成了样子，木有我的[泪][泪]@欧琳姬
1,去成都咯～ 走起 [熊猫][鼓掌]
1,[嘻嘻] 亲爱的@TiffanyFong_makeup：看到你在化妆间工作的样子了，香港见！ //@TiffanyFong_makeup:Eas?吹??真?好?~~~!!!!![?你]
1,[bm可爱]//@北京黑松白鹿餐饮管理有限公司: 好啊，@延参法师 我们恭候法师大驾光临[鼓掌]//@延参法师:我也爱吃黑松白鹿，松茸汤！
0,怀念永不再来的青春[泪] //@咆哮女郎柏邦妮:真怀念啊！看见熟悉的ID们，忍不住内牛满面！// @故事姑娘 ：那个以文会友的年代！ // @啊沫titi :玩字的地方已经不在，但那些年轻的人却成了姐妹、挚友、亲人
0,魂淡，快拉我上去，不是推……[怒]
0,#冬季到南岳来看雪#夜晚，最怕什么？最怕的是睡觉时，旁边此起彼伏的打鼾声让你只能睁着眼睛盼天亮…多么盼望借蒋介石的防空洞一用…[抓狂][抓狂][抓狂][抓狂][抓狂][抓狂] 我在这里:http://t.cn/z8A5dT7
1,谢谢你给酒店拍了这么多很棒的照片，期待您再次光临[亲亲]
1,#圣诞心意购# @Fiona布 @Sandy__- @雷蕾Barbie  走起来[抱抱]
1,【#黄金100秒#微直播】[偷乐] [嘻嘻] 事情是这样子的！请戳大图！
1,我爱你[爱你]//@farrahhm:昨晚梦到空空住在3层的豪华别墅里，身边还有个男生紧追不舍，我怎么会梦到这个？
1,母爱的伟大[鼓掌] //@边疆边吃边说:[围观][鼓掌]//@食色云南: //@懿婷加油:感动
0,[怒][怒]//@淇淇Kelly: 这是真滴吗？[怒][愤怒]
0,[怒]居然在公司里丢的…快还给小熊吧！//@bababybyV: 捡到手机的人，其实4S有很多办法知道你是谁，只要你打开手机使用，就可以利用icloud找到你。哪怕你把它卖掉，也可以通过别人知道你是谁。所以还是还给小熊吧。如果不好意思，就把它交给前台，或者是别的什么人转交给小熊。他坐在19层北区
1,都是文人骚客啊[哈哈][赞]//@张谦: 淫之有趣、趣之有道！ //@韩建明-清科资本:都是人才啊，吟诗作对的//@张谦: 好酒不留君，原有有情人，远上鹏城花浸胃，何时归看醉亭翁？！@孙晓洁@天拓俞文辉@陈让@宇涛_杨
0,@吕磨磨 看到就想到你[吃惊][抓狂][偷笑]
0,转，看他们怎么掩盖//@张小帅:操他大爷[怒] //@PatrickLee李云涛:元元，，美好的天平看完这个都会疯的。。我 // @王元-中国电影家协会 :[怒][怒][怒]// @颜丹晨 :怒怒怒！叫民何以为生？！盼真相… //  @陈坤  : //  @?士咖啡  :转起~[怒][怒骂]人性何在~转~是人就转~有?~牛[怒]~ [右哼哼][左哼哼]
1,#温暖爱意，随身而行# 朋友圈发过这张照片那家伙老有号召力了～虽然是手机拍的像素不高家居照～不过用来表达“哥儿俩”感情好那是富富有余，那就用来做这次活动的主题海报吧。我们马上就要带着乐扣去旅行了～此情此景，经常经常[亲亲]秋风来袭，毫无凉意，有情饮水饱@一起微体验 @乐扣乐扣LOCKnLOCK
1,去朋友家吃饭拎瓶酒，这意义就不同了，叫做社交[嘻嘻]
0,这得浪费多少烟啊[抓狂] //@呼伦贝尔老崔: 转发微博
1,@Lillian妮 @?麽孓 @小yanyan要减肥 @月々 @小清新要?胎?骨 [哈哈][哈哈][哈哈] //@水瓶座:4月爆好运秘方，瓶子高调转起！！
1,素手芊芊玉珠润！[爱你]
1,礼物已收到，很精致也很实用，特别适合我这种经常到处去的人，下次出门就带它了[哈哈]@COMO酒店集团
0,代理合同终于走完了，我谢谢财务谢谢法务，谢谢一次次慷慨签字的G总，D总，W总~~~[泪] 。我祝你们合作愉快~~~~
0,确实很二，一点都不随我，哎[失望][失望][失望]
0,穿着羽绒服在广州真傻，妹子们都穿短裙漏大白腿的。唉！[酷][酷][衰][衰][衰] 我在:http://t.cn/zjSCOSb
1,#高级定制#  Cartier定制系列   love系列彩宝宽版戒指+款版3钻戒指 ...[心][心]  现接受预定中...[鼓掌][鼓掌][鼓掌]
0,两个月第四次来三星维修了， 修同一个电脑， 修好一个毛病弄出另一个毛病。 备用电脑已经换第3台了。他们的门卫已经不拦我了， 客户也直接让我进维修室了。 快要给我办个门卡了吧？[泪] @三星笔记本官方社区
0,一出门打了二十几个喷嚏，嗓子都快打废了！六一了，谁想我了？[抓狂][抓狂][抓狂] 我在:http://t.cn/zHSXiSh
0,痛恨西游记灯光组[抓狂][酷]//@水田潘潘:貌似所有摄影师，摄像师，对当今婚庆的灯光都感叹万分，哎~谁让我们活在摸索进步的当下，但我相信这是一个过程，感叹的同时让我们一起努力，与灯光师交流学习，共同进步。
0,"刚进报社那年报社刚停止无息贷款买车[泪] 听说之前貌似还有无息贷款买房//@李辛欣-XX：""允许一部分人先富，以先富带动后富，整个社会走向共同富裕，是社会主义发展的必然。""阿里巴巴进入社会主义了！//@笑春风的糯米兔：[泪] //@博焱乐土：//@梦奇奇Monchichi：这样的老板，才值得下属甘心为他卖命。"
1,【新书预告】独家引进“韩国少年最钟爱的科普读物”获奖作品――青少年科普系列丛书。此套丛书分为[抱抱]科学部分和[太开心]数学部分，让孩子在游戏中获得智慧，在阅读中获得知识!
0,来吧?菊花茶管够，跟你妈也说下，长痘和牛板筋无关…[泪]//@精精禁烟禁酒禁男色:[xb?力]总是要路过啊！！！ 路过就想吃啊！！！上火长了痘啊！！我妈让我消停儿的绕道走！ 不过这周末之前肯定去吃 我用拿贴贴当理由~~[lt切克?]智慧啊
1,【邮寄我的声音给你听[爱你]】我们总会在旅行中，邮寄一份祝福给朋友。只是有时候匆忙的旅程，让我们没有足够的时间，写上我们的快乐和祝福。现在有了声色贴，距离不再遥远，邮寄我的声音，让我说给你听：我最快乐的旅行和对你的祝福。先邮寄给@飘尘Marco 一张体验下，谁还想收到我的有声明信片呢？
0,每天睡到自然醒，那是多么的美妙！难得今天周末不干活，想着追求一下人生最高境界。特么的，骗人，原来所谓自然醒，就是自然被尿憋醒。[抓狂][抓狂][抓狂]
0,芭蕾小天后@孙艺菲 童鞋即将要迎来属于她的幸福了...记得大学快毕业那些年，她已经主演了很多影视剧，而同学们常常被她默默的推荐给许多知名导演[泪]！其实对你的感恩大家都记在心里[偷笑]做为一个称职的生活委员我和@马元 童鞋决不会就这样放过你的婚礼[偷笑]@姚晨 @演员杨志刚 @姬他 @刘滢同学 等
1,[哈哈]//@快刀青衣: 产品同学一个小细节不注意就是灾难。。。。
1,[给力][ok]//@强卓次成嘉措: //@-婀咪??://@岭宁:?????????????????????????????????????????????? //@若西-嘎玛桑登:?????????????????????????? ????????????????????????????[鼓掌]
1,明心风水与行程推介有了参考注解， 明天“品正行顺”风水讲座活动 http://t.cn/zTdXLcU 的串词里，这一段可以有[哈哈] @品行超级无敌金贝贝
1,悲催的人们用滴滴血汗换钱，为国家赚钱（高税），他们却在用秤计算钱？！ //@?湘墨人: //@袁?先生:[哈哈]
0,九月旅程纠结中，是去太原平遥，还是去敦煌看沙漠和莫高窟？？？[抓狂][挖鼻屎]
0,[衰]//@GeekPark: 亲，这是极客公园做的《色情与互联网》专题，看不到来源链接也就算了，都没有提到公园，一点都没有，这样真的好么，真的好么。点我、点我、快点我 http://t.cn/zQu7481
0,[衰]俄航好烦
1,我的舞伴 请看事业线 不解释。。。。[嘻嘻]
1,喝咖啡碰到老同学@孙佳欢-Julien 了开心[鼓掌]，一起为理想努力吧！
0,我快被放鸽子了！这个傻等着啊！！[抓狂]
1,"！一定要多试！哈[爱你] 胖子也可以尝试来一个面食店吧[馋嘴]//@简白:回复@胖子爱宅:襄阳包子和襄阳饺子那才叫“绝配"".[太开心] //@胖子爱宅"
1,[good] [爱你] [心] //@靳健文老师：转发微博。
1,学生问得挺对啊，申请借本来就会两种可能，难道问银行借钱，必须给？ //@陈萍usa: [哈哈][哈哈]
1,女主妈妈最后的遗言，男主演技赞哈[可爱]~#听见你的声音#  //@eoao:不要把人生浪费在讨厌折磨你的人这种事情上，一生只有一次的人生，好好过都嫌时间不够呢。你有你需要去爱护的人，好好去过你该过的人生。
1,回复@眷念挣脱不变:[抱抱] //@眷念挣脱不变:回复@北京姚记炒肝店-官方:哈哈 驴打滚我最爱[爱你]@虎上扬 hu
1,转给想给宝宝找放心奶的妈妈们[爱你][爱你]
0,母爱，是这世界上最伟大的爱![泪]
0,在这公司上了两年班，终于累倒了。协和医院给开的药，我无语了。。。[泪][泪][泪]
0,文化人看的，够毛的，呵呵。//@芦芳芳-天润：[思考] //@孙丽婵:太重的口味 //@慕春彦:重口味！ //@小丸子她姐:真是有点毛毛的//@凌凌怡：我也刷你 [心] //@刘春儿芳:[泪] 自从我转发了这个画，遭到无数知趣相投的网友热情加@，于是我的主页被这幅画刷屏了……来个人看见这算怎么回事儿啊~~~
1,@小囡子queenie //@青岛CHINA公社文化艺术酒店:听@山东老转村集团 董事长牛虎兵先生（@老转孺牛 ）解读@青岛CHINA公社文化艺术酒店 的和合文化。[嘻嘻]@李臻Gracey @山东省旅游局官方微博 @青岛市旅游局官方微博
0,//@vivi-天鹅:真恶心//@张镇主播://@孙朋Jason:[晕]
0,还是有点恶心[衰][衰][衰]@PanPan潘哒哒
1,来吧~[哈哈]//@乐乐赵007: @彭兆倩Boss 坐着火车去西藏吧
0,必须要兽一个[哈哈]！马上马上来...[爱你][嘻嘻]//@毛毛iYY:不客气哈[嘻嘻][嘻嘻][嘻嘻]你喜欢就好！！上个身兽一个[害羞][害羞][害羞]不过金银色真的是超级难买[抓狂][抓狂][抓狂]
1,就这个片片。我很喜欢啊。猫比花更艳。你大爷的粉丝太多了，我说话就被淹没了。为使版面整齐，我就删除了。[哈哈]
1,[哈哈] 只是个假设啦，就盘算起来了。挺好的生活，当隐居了。回到了自娱自乐的生活，真美好。[鼓掌] //@Junson?：如果是人民币3亿，允许带个美女（不带也没问题），最起码我30年也未必赚到3亿
0,都甭拦着我，让我死7。谁拦着我，我跟谁急[抓狂]。//@刘月瑶 ：我想弱弱的问一句。。烤箱能烤红薯吗？如果能，怎么烤？因为我前几天也包了锡纸烤的，烤了好久，没熟。。[泪]
0,内什么，@九妹109 @wendy_婧 @lenovos1 注意了，温阳路的福建海鲜再也不用来了，换了老板，味道不是一般的差[衰]
0,#我不是明星#早安~有一个问题已经困惑星君好久了，那就是……为什么假期总是那么短暂！一眨眼一天过去了，再一眨整个假期都过去了……有同感的来握个爪[泪] 大家在假期都喜欢干嘛呢？有没有和久违的朋友一起喝杯咖啡，看场电影，还是和小编一样宅在家里看书听音乐刷微博呢？[疑问]
1,下雪啦[哈哈][哈哈]
0,下雨了，我还在一个人在树林里，回去还好远…[衰]
1,//@斜阳下孤烟: //@上官纭绾:[鼓掌][鼓掌]
0,今天第一次和我们的湘菜厨师发脾气！因为进的辣椒皮厚了，但是厨师竟然没有退货，而是继续在使用，导致菜品出来的口感出现偏差，当我问的时候，才说是因为今天供菜商送的辣椒有问题，皮太厚！厨师被我好好的教训了一顿，菜品不合格我们可以拒绝收货，价格贵我认了，只要货好，但是质量不好绝对不行[怒]
0,世界不大[嘻嘻]//@西餐侯老师:[威武][围观] //@梁禹超_等水抓住火:记得老头很随和，09年的阵容真强大[泪]
1,回复@阳阳佳佳2011: 亲，戳后面的链接哈~ //@阳阳佳佳2011:怎么做呀 //@Nicole的生活书:[哈哈]节俭浪漫两不误啊?? //@九阳:#神奇的豆浆#爱吃面食的亲们有福啦！前两天分享了豆渣馒头，今天来看看豆渣花卷怎么做吧。话说学会了这款豆渣玫瑰小花卷，七夕节连买花的钱都省啦[哈哈]
0,这个非常过分。当年也在大润发门口被蒙掉过手机！[怒]
0,妈，你今天给我炒的紫甘蓝炒肉，能把你女儿变成咸鱼了！！像咸菜一样！好咸！！！！！虽然今早你给我打了预防针说炒菜盐放多了，但是还是超出了我的预料！！！[泪]
0,“细嚼花须味亦长，新芽一粟叶间藏。稍经腊雪侵肌瘦，旋得春雷发地狂。开落空山谁比数，?烹来岁最先尝。枝枯叶硬天真在，踏遍牛羊未改香。”此时念这首诗表达的中心意思就是“我想吃这道菜！快回来做给我们吃！”[抓狂]
1,[鼓掌]继续大力推广呀！//@雒尘LC: 这么好，名人都来帮忙免费宣传了，哈哈~~//@cydscyds: 我们公司的东西哦，呵呵，没想到@吴宗宪 也用呢：）@耶马 @雒尘LC @王小墨201007 @安徽荣耀 @於语的小窝 @欣然的童逸 @东木DM @三石兄的梦 @周小鱼vivi
0,中午呲的，最近呲的真素，都瘦了……[泪]
1,在北京真好！朋友都?吃?[哈哈]
1,#吃在龙熙#在那帕西餐厅吃午餐，东南亚风味，我必须得吃多啊……[哈哈][哈哈][哈哈]@龙熙温泉度假酒店 @Apple @娜小鱼儿 @Aki白薇薇 我在这里:http://t.cn/zHenRdk
1,//@冷笑话搞笑幽默: 看着天气，你是不是又发福了啊！[嘻嘻]
1,不错噢[哈哈]
0,社会底层的真实让人心酸落泪！ //@新疆草人:[泪] //@伍二白：再转起来，关注贫困摄影~噙着泪光 //@伍二白：[泪] [可怜] //@联合国：无论贫穷还是富有，健康还是疾病，相爱相依，不离不弃，直到死亡把我们分开。。[爱]
0,黑色、深蓝、白色都好靓啊~~为左你结婚时可以着上，快快减肥先[泪] //@超超超级女强人:@DENG?雅 @DaDaH @R小鲑 @猫小姐需要正能量 @NoirSung
